id,image_path,target
0f733f2ee7b6,train/0f733f2ee7b6.jpg,brood_dominant
0f83f3707c4f,train/0f83f3707c4f.jpg,brood_dominant
0fa7335e8a75,train/0fa7335e8a75.jpg,forage_dominant
0fda6dcee955,train/0fda6dcee955.jpg,forage_dominant
1037feb5e59f,train/1037feb5e59f.jpg,forage_dominant
1065cf727da6,train/1065cf727da6.jpg,mixed_resource
10bb3fdc5246,train/10bb3fdc5246.jpg,brood_dominant
1113fb6f8b25,train/1113fb6f8b25.jpg,sparse_uncertain
11409f89bd12,train/11409f89bd12.jpg,sparse_uncertain
1162414492b3,train/1162414492b3.jpg,forage_dominant
11cba11a9663,train/11cba11a9663.jpg,brood_dominant
11e8c56bd323,train/11e8c56bd323.jpg,forage_dominant
124f29b10bc7,train/124f29b10bc7.jpg,brood_dominant
1274f7f6afff,train/1274f7f6afff.jpg,forage_dominant
127e25f0156c,train/127e25f0156c.jpg,forage_dominant
128f5c811036,train/128f5c811036.jpg,brood_dominant
12b6b708586a,train/12b6b708586a.jpg,forage_dominant
13097164d935,train/13097164d935.jpg,mixed_resource
136c1b1f5b29,train/136c1b1f5b29.jpg,mixed_resource
1375358e937b,train/1375358e937b.jpg,brood_dominant
13c508f6f9da,train/13c508f6f9da.jpg,forage_dominant
13ed6a06cd69,train/13ed6a06cd69.jpg,forage_dominant
141535b41686,train/141535b41686.jpg,sparse_uncertain
14394050e642,train/14394050e642.jpg,forage_dominant
1449a85a7fb2,train/1449a85a7fb2.jpg,forage_dominant
1486cf00fffb,train/1486cf00fffb.jpg,brood_dominant
148951af1862,train/148951af1862.jpg,sparse_uncertain
151766026880,train/151766026880.jpg,brood_dominant
15af7d8e4eb8,train/15af7d8e4eb8.jpg,forage_dominant
15e538c6b072,train/15e538c6b072.jpg,mixed_resource
165edebb8270,train/165edebb8270.jpg,sparse_uncertain
16c1a3356da2,train/16c1a3356da2.jpg,brood_dominant
17017860cd21,train/17017860cd21.jpg,mixed_resource
175c5a29854e,train/175c5a29854e.jpg,brood_dominant
179682de73c3,train/179682de73c3.jpg,forage_dominant
17c1d741ae00,train/17c1d741ae00.jpg,forage_dominant
17dd3c4f9604,train/17dd3c4f9604.jpg,sparse_uncertain
1815a40cb477,train/1815a40cb477.jpg,brood_dominant
1856fd7af7a1,train/1856fd7af7a1.jpg,sparse_uncertain
189434393e9c,train/189434393e9c.jpg,forage_dominant
18d065909ed0,train/18d065909ed0.jpg,mixed_resource
18fc3d4ca47a,train/18fc3d4ca47a.jpg,brood_dominant
18fcb102e879,train/18fcb102e879.jpg,sparse_uncertain
196e430d370c,train/196e430d370c.jpg,forage_dominant
197744ec600a,train/197744ec600a.jpg,brood_dominant
1a4da83e2b85,train/1a4da83e2b85.jpg,brood_dominant
1a82fec69d3a,train/1a82fec69d3a.jpg,mixed_resource
1aaeb08e2478,train/1aaeb08e2478.jpg,forage_dominant
1ab1ff5ddeec,train/1ab1ff5ddeec.jpg,sparse_uncertain
1adbc0339f69,train/1adbc0339f69.jpg,forage_dominant
1b1aa806a26c,train/1b1aa806a26c.jpg,brood_dominant
1bdc145d2878,train/1bdc145d2878.jpg,brood_dominant
1c5fb6322184,train/1c5fb6322184.jpg,forage_dominant
1c927b4f6a2d,train/1c927b4f6a2d.jpg,brood_dominant
1cf2008e89a2,train/1cf2008e89a2.jpg,sparse_uncertain
1cf724354626,train/1cf724354626.jpg,forage_dominant
1d5eec31ea81,train/1d5eec31ea81.jpg,brood_dominant
1d79db4dcac1,train/1d79db4dcac1.jpg,forage_dominant
1d9d54a5add4,train/1d9d54a5add4.jpg,forage_dominant
1dbd3c7ddffb,train/1dbd3c7ddffb.jpg,mixed_resource
1dc67c963d67,train/1dc67c963d67.jpg,mixed_resource
1e07c885cc35,train/1e07c885cc35.jpg,forage_dominant
1e14a6145334,train/1e14a6145334.jpg,brood_dominant
1e28d1241cd5,train/1e28d1241cd5.jpg,brood_dominant
1e6917edb7ed,train/1e6917edb7ed.jpg,forage_dominant
1e7f8eff8538,train/1e7f8eff8538.jpg,brood_dominant
1f0a6454b792,train/1f0a6454b792.jpg,forage_dominant
1f10f7d269f8,train/1f10f7d269f8.jpg,forage_dominant
1f1717bbf76c,train/1f1717bbf76c.jpg,brood_dominant
1f2fc84244f6,train/1f2fc84244f6.jpg,forage_dominant
1f3650c77955,train/1f3650c77955.jpg,forage_dominant
1f92b86f11e8,train/1f92b86f11e8.jpg,sparse_uncertain
20465db86e23,train/20465db86e23.jpg,forage_dominant
207c00a9de66,train/207c00a9de66.jpg,mixed_resource
2117fb445f51,train/2117fb445f51.jpg,forage_dominant
2118dd18baee,train/2118dd18baee.jpg,forage_dominant
21523749e957,train/21523749e957.jpg,brood_dominant
215b57fe107e,train/215b57fe107e.jpg,forage_dominant
21ea0ad73cd9,train/21ea0ad73cd9.jpg,forage_dominant
22184e1347cc,train/22184e1347cc.jpg,forage_dominant
226a4854e436,train/226a4854e436.jpg,brood_dominant
23463d81e87f,train/23463d81e87f.jpg,forage_dominant
236012c0db9b,train/236012c0db9b.jpg,mixed_resource
23d4b832d1b4,train/23d4b832d1b4.jpg,brood_dominant
2472ec9d5454,train/2472ec9d5454.jpg,brood_dominant
2483176d0823,train/2483176d0823.jpg,brood_dominant
24c090a19cf4,train/24c090a19cf4.jpg,brood_dominant
250d12488fe6,train/250d12488fe6.jpg,mixed_resource
2536ee79f1ab,train/2536ee79f1ab.jpg,brood_dominant
2554406d66ad,train/2554406d66ad.jpg,forage_dominant
25830ea820f0,train/25830ea820f0.jpg,forage_dominant
26317ee8ec6d,train/26317ee8ec6d.jpg,sparse_uncertain
2637108d206b,train/2637108d206b.jpg,brood_dominant
263868757023,train/263868757023.jpg,forage_dominant
272733f69576,train/272733f69576.jpg,forage_dominant
2735de63fc5c,train/2735de63fc5c.jpg,brood_dominant
2746b9376062,train/2746b9376062.jpg,brood_dominant
275b5a394eb4,train/275b5a394eb4.jpg,forage_dominant
277ffdfbf744,train/277ffdfbf744.jpg,forage_dominant
27b1ab5e1a81,train/27b1ab5e1a81.jpg,brood_dominant
27f0e08bab50,train/27f0e08bab50.jpg,forage_dominant
285a407f50e4,train/285a407f50e4.jpg,brood_dominant
28618628e2bf,train/28618628e2bf.jpg,mixed_resource
28b8d0fd3196,train/28b8d0fd3196.jpg,forage_dominant
28c3333c1ab4,train/28c3333c1ab4.jpg,forage_dominant
291d4bbfb523,train/291d4bbfb523.jpg,forage_dominant
294e1cca5fb4,train/294e1cca5fb4.jpg,mixed_resource
299ba6c896c5,train/299ba6c896c5.jpg,forage_dominant
29af5c411f75,train/29af5c411f75.jpg,sparse_uncertain
29c8da327c0d,train/29c8da327c0d.jpg,forage_dominant
29daecf5dfac,train/29daecf5dfac.jpg,forage_dominant
2b01085b3bce,train/2b01085b3bce.jpg,sparse_uncertain
2b665ed6cf2b,train/2b665ed6cf2b.jpg,sparse_uncertain
2b90c32d4560,train/2b90c32d4560.jpg,sparse_uncertain
2ba3e96b6d57,train/2ba3e96b6d57.jpg,forage_dominant
2bc8a66863b9,train/2bc8a66863b9.jpg,forage_dominant
2bd723291df5,train/2bd723291df5.jpg,sparse_uncertain
2c017d3d6d7b,train/2c017d3d6d7b.jpg,brood_dominant
2c14eeb77f99,train/2c14eeb77f99.jpg,brood_dominant
2c5d748b39fd,train/2c5d748b39fd.jpg,forage_dominant
2c63f0bc8eaa,train/2c63f0bc8eaa.jpg,forage_dominant
2cfd1b40e75e,train/2cfd1b40e75e.jpg,brood_dominant
2d0bc88f219d,train/2d0bc88f219d.jpg,brood_dominant
2d3c9693d1f3,train/2d3c9693d1f3.jpg,brood_dominant
2d7467237f94,train/2d7467237f94.jpg,mixed_resource
2d7f3ca2c8aa,train/2d7f3ca2c8aa.jpg,brood_dominant
2ddf4e08f952,train/2ddf4e08f952.jpg,forage_dominant
2e34d758ca88,train/2e34d758ca88.jpg,mixed_resource
2e7ab7750221,train/2e7ab7750221.jpg,brood_dominant
2f5def54ffce,train/2f5def54ffce.jpg,brood_dominant
30461475ecb4,train/30461475ecb4.jpg,brood_dominant
3051c12635ee,train/3051c12635ee.jpg,brood_dominant
309a10965b76,train/309a10965b76.jpg,brood_dominant
309e8682a4db,train/309e8682a4db.jpg,sparse_uncertain
30afef702db3,train/30afef702db3.jpg,forage_dominant
30d7f4c0b9dd,train/30d7f4c0b9dd.jpg,mixed_resource
30ede8f28829,train/30ede8f28829.jpg,forage_dominant
30fed29d5f0a,train/30fed29d5f0a.jpg,forage_dominant
31974a9ed54e,train/31974a9ed54e.jpg,forage_dominant
31eb83546808,train/31eb83546808.jpg,forage_dominant
3276be713740,train/3276be713740.jpg,forage_dominant
327cfae54e8c,train/327cfae54e8c.jpg,brood_dominant
3299cf347dcb,train/3299cf347dcb.jpg,brood_dominant
3307428ad230,train/3307428ad230.jpg,sparse_uncertain
3365fc0b3e61,train/3365fc0b3e61.jpg,sparse_uncertain
3385e543b9e0,train/3385e543b9e0.jpg,brood_dominant
33ed76125150,train/33ed76125150.jpg,mixed_resource
3405314b1303,train/3405314b1303.jpg,brood_dominant
3429074d8e67,train/3429074d8e67.jpg,forage_dominant
342ea2841f42,train/342ea2841f42.jpg,brood_dominant
342f90e06154,train/342f90e06154.jpg,mixed_resource
34a5a2da86d3,train/34a5a2da86d3.jpg,mixed_resource
355e4d6a67ff,train/355e4d6a67ff.jpg,forage_dominant
35c241716414,train/35c241716414.jpg,sparse_uncertain
363aa5d490f2,train/363aa5d490f2.jpg,mixed_resource
3645486adbc2,train/3645486adbc2.jpg,forage_dominant
3657ce82ed26,train/3657ce82ed26.jpg,brood_dominant
36b2b836ffa7,train/36b2b836ffa7.jpg,mixed_resource
370be7fe09e6,train/370be7fe09e6.jpg,mixed_resource
374c998bcc42,train/374c998bcc42.jpg,brood_dominant
375d8a844821,train/375d8a844821.jpg,forage_dominant
37d18b7c15a8,train/37d18b7c15a8.jpg,mixed_resource
3814b5dde200,train/3814b5dde200.jpg,brood_dominant
383d36fe85e7,train/383d36fe85e7.jpg,forage_dominant
3881db418e95,train/3881db418e95.jpg,sparse_uncertain
38ffc022a07c,train/38ffc022a07c.jpg,brood_dominant
39007242c630,train/39007242c630.jpg,forage_dominant
391dbe1c22cb,train/391dbe1c22cb.jpg,forage_dominant
3928c2b34244,train/3928c2b34244.jpg,mixed_resource
39d3d5f0b6c3,train/39d3d5f0b6c3.jpg,brood_dominant
3a3cce6af6c7,train/3a3cce6af6c7.jpg,sparse_uncertain
3a3dfe9e4754,train/3a3dfe9e4754.jpg,mixed_resource
3a86732f6c37,train/3a86732f6c37.jpg,mixed_resource
3abd2e7d877e,train/3abd2e7d877e.jpg,forage_dominant
3ae26b4c12d0,train/3ae26b4c12d0.jpg,sparse_uncertain
3bc5457f7db0,train/3bc5457f7db0.jpg,brood_dominant
3bd2a7407912,train/3bd2a7407912.jpg,forage_dominant
3c14c22af858,train/3c14c22af858.jpg,forage_dominant
3c798753b78c,train/3c798753b78c.jpg,sparse_uncertain
3cc5f087fa31,train/3cc5f087fa31.jpg,brood_dominant
3ce37b1558c4,train/3ce37b1558c4.jpg,forage_dominant
3d2dff8a444b,train/3d2dff8a444b.jpg,forage_dominant
3d669d9fb5d4,train/3d669d9fb5d4.jpg,forage_dominant
3ddd008bb902,train/3ddd008bb902.jpg,brood_dominant
3ddf239b2247,train/3ddf239b2247.jpg,brood_dominant
3df580200e1d,train/3df580200e1d.jpg,forage_dominant
3e0815be3856,train/3e0815be3856.jpg,forage_dominant
3e18980dff14,train/3e18980dff14.jpg,brood_dominant
3e37a416999f,train/3e37a416999f.jpg,forage_dominant
3e54a823d945,train/3e54a823d945.jpg,brood_dominant
3ec1467fd5e0,train/3ec1467fd5e0.jpg,mixed_resource
3ecf5082ad98,train/3ecf5082ad98.jpg,forage_dominant
3f3f480b93fe,train/3f3f480b93fe.jpg,mixed_resource
3f8a7b398bff,train/3f8a7b398bff.jpg,forage_dominant
3f997fdb4a83,train/3f997fdb4a83.jpg,forage_dominant
403976b83954,train/403976b83954.jpg,sparse_uncertain
40ad90379ae2,train/40ad90379ae2.jpg,brood_dominant
40f594aa6680,train/40f594aa6680.jpg,forage_dominant
410482291651,train/410482291651.jpg,forage_dominant
4151f74c5c5b,train/4151f74c5c5b.jpg,sparse_uncertain
41524278d8a2,train/41524278d8a2.jpg,forage_dominant
418f879c362b,train/418f879c362b.jpg,mixed_resource
41941311d9b9,train/41941311d9b9.jpg,brood_dominant
423e001a9588,train/423e001a9588.jpg,forage_dominant
438708c4e82c,train/438708c4e82c.jpg,sparse_uncertain
4412a7553364,train/4412a7553364.jpg,forage_dominant
4430793dac62,train/4430793dac62.jpg,forage_dominant
4438ab0e257c,train/4438ab0e257c.jpg,forage_dominant
445d4e5855a5,train/445d4e5855a5.jpg,mixed_resource
44c0a22db89b,train/44c0a22db89b.jpg,mixed_resource
451ba20c9dfd,train/451ba20c9dfd.jpg,forage_dominant
45479a7f4c07,train/45479a7f4c07.jpg,forage_dominant
455c347fbe42,train/455c347fbe42.jpg,forage_dominant
45a360baa974,train/45a360baa974.jpg,brood_dominant
45b74357e524,train/45b74357e524.jpg,forage_dominant
45e115d6c264,train/45e115d6c264.jpg,brood_dominant
45f4edb2e0f9,train/45f4edb2e0f9.jpg,brood_dominant
46106c82e569,train/46106c82e569.jpg,sparse_uncertain
4615977f4994,train/4615977f4994.jpg,brood_dominant
461a3cb6b78b,train/461a3cb6b78b.jpg,mixed_resource
4633decc918c,train/4633decc918c.jpg,forage_dominant
4690c8cc7da6,train/4690c8cc7da6.jpg,brood_dominant
476a30887a11,train/476a30887a11.jpg,brood_dominant
479e34286c65,train/479e34286c65.jpg,mixed_resource
47b5acd34942,train/47b5acd34942.jpg,sparse_uncertain
47d5841959fc,train/47d5841959fc.jpg,forage_dominant
486545897188,train/486545897188.jpg,mixed_resource
48bd31fc1ca3,train/48bd31fc1ca3.jpg,forage_dominant
48ed53d1cf4b,train/48ed53d1cf4b.jpg,mixed_resource
497d86f82df9,train/497d86f82df9.jpg,sparse_uncertain
4a5f81bd1eea,train/4a5f81bd1eea.jpg,forage_dominant
4ab0446be46f,train/4ab0446be46f.jpg,sparse_uncertain
4b2e1e5bf3b5,train/4b2e1e5bf3b5.jpg,forage_dominant
4b2f602998b1,train/4b2f602998b1.jpg,mixed_resource
4b5747ab28f5,train/4b5747ab28f5.jpg,brood_dominant
4b67db715a01,train/4b67db715a01.jpg,brood_dominant
4c355735efc1,train/4c355735efc1.jpg,sparse_uncertain
4cda0ac52751,train/4cda0ac52751.jpg,forage_dominant
4ce765035315,train/4ce765035315.jpg,brood_dominant
4d17f84902a2,train/4d17f84902a2.jpg,mixed_resource
4d71edfbd81f,train/4d71edfbd81f.jpg,sparse_uncertain
4d8bc5e499e8,train/4d8bc5e499e8.jpg,forage_dominant
4da6a2f83c28,train/4da6a2f83c28.jpg,forage_dominant
4da7a5d97455,train/4da7a5d97455.jpg,mixed_resource
4e061925a70b,train/4e061925a70b.jpg,sparse_uncertain
4ea0aa882b54,train/4ea0aa882b54.jpg,mixed_resource
4f66674f1547,train/4f66674f1547.jpg,forage_dominant
4fc06012fdfa,train/4fc06012fdfa.jpg,forage_dominant
4fc2c8ee42c8,train/4fc2c8ee42c8.jpg,mixed_resource
4fcc7899006a,train/4fcc7899006a.jpg,brood_dominant
4fcd381685a5,train/4fcd381685a5.jpg,forage_dominant
505303c23f1a,train/505303c23f1a.jpg,brood_dominant
511f08417508,train/511f08417508.jpg,brood_dominant
5264c85077f6,train/5264c85077f6.jpg,brood_dominant
526b0d2b9b1f,train/526b0d2b9b1f.jpg,mixed_resource
52832d237f84,train/52832d237f84.jpg,brood_dominant
52833be2982d,train/52833be2982d.jpg,brood_dominant
5291facd6913,train/5291facd6913.jpg,brood_dominant
52bf26ee8e15,train/52bf26ee8e15.jpg,forage_dominant
52c47871b626,train/52c47871b626.jpg,mixed_resource
52cba8bb69dd,train/52cba8bb69dd.jpg,sparse_uncertain
53168c0d9b3d,train/53168c0d9b3d.jpg,forage_dominant
53729500a289,train/53729500a289.jpg,forage_dominant
53d6f38e4c65,train/53d6f38e4c65.jpg,mixed_resource
545f0e3b03f4,train/545f0e3b03f4.jpg,mixed_resource
54626b2d3631,train/54626b2d3631.jpg,brood_dominant
547200ba100a,train/547200ba100a.jpg,brood_dominant
54e53d926751,train/54e53d926751.jpg,forage_dominant
5526d607f561,train/5526d607f561.jpg,forage_dominant
5528d728757b,train/5528d728757b.jpg,forage_dominant
553e805a7274,train/553e805a7274.jpg,forage_dominant
55a7fa0ce399,train/55a7fa0ce399.jpg,brood_dominant
55bbcc3ac14c,train/55bbcc3ac14c.jpg,brood_dominant
55ecf48ebf3a,train/55ecf48ebf3a.jpg,forage_dominant
565161084bd3,train/565161084bd3.jpg,sparse_uncertain
565600c4a5b8,train/565600c4a5b8.jpg,brood_dominant
56abad2b4380,train/56abad2b4380.jpg,mixed_resource
56adc1fb9f32,train/56adc1fb9f32.jpg,brood_dominant
5711d96fe77f,train/5711d96fe77f.jpg,mixed_resource
57c3aa50d901,train/57c3aa50d901.jpg,forage_dominant
582c6c4f5fff,train/582c6c4f5fff.jpg,forage_dominant
58d9ef65552d,train/58d9ef65552d.jpg,mixed_resource
591287ae7214,train/591287ae7214.jpg,forage_dominant
597a4876f3d6,train/597a4876f3d6.jpg,sparse_uncertain
5a5f912f9956,train/5a5f912f9956.jpg,forage_dominant
5a788a8c6f3d,train/5a788a8c6f3d.jpg,mixed_resource
5b19f676268e,train/5b19f676268e.jpg,brood_dominant
5bb462cfc740,train/5bb462cfc740.jpg,forage_dominant
5bc9a89518ae,train/5bc9a89518ae.jpg,brood_dominant
5be4cf1818a2,train/5be4cf1818a2.jpg,brood_dominant
5bf5b919461e,train/5bf5b919461e.jpg,forage_dominant
5cb7f7c55d7c,train/5cb7f7c55d7c.jpg,forage_dominant
5cbba582e569,train/5cbba582e569.jpg,forage_dominant
5cdcda0c4e6f,train/5cdcda0c4e6f.jpg,mixed_resource
5ce42355fa71,train/5ce42355fa71.jpg,mixed_resource
5d379e1aafbc,train/5d379e1aafbc.jpg,forage_dominant
5d46a7a40892,train/5d46a7a40892.jpg,forage_dominant
5d7c57b99ffc,train/5d7c57b99ffc.jpg,sparse_uncertain
5e16927bcd13,train/5e16927bcd13.jpg,brood_dominant
5e39520dddeb,train/5e39520dddeb.jpg,brood_dominant
5e3bbf9ada0b,train/5e3bbf9ada0b.jpg,forage_dominant
5e6781ddcd75,train/5e6781ddcd75.jpg,brood_dominant
5eabf42e1785,train/5eabf42e1785.jpg,brood_dominant
5ed4f34894cb,train/5ed4f34894cb.jpg,forage_dominant
5f787789e514,train/5f787789e514.jpg,mixed_resource
601710eb7eac,train/601710eb7eac.jpg,forage_dominant
60543254e2fe,train/60543254e2fe.jpg,brood_dominant
60559b4fab3f,train/60559b4fab3f.jpg,forage_dominant
6076fd83b0a4,train/6076fd83b0a4.jpg,brood_dominant
608c65347b07,train/608c65347b07.jpg,mixed_resource
60b33d66a029,train/60b33d66a029.jpg,brood_dominant
60cc05a239c3,train/60cc05a239c3.jpg,forage_dominant
613137e2eb58,train/613137e2eb58.jpg,brood_dominant
613c3a59f116,train/613c3a59f116.jpg,sparse_uncertain
615726802b5c,train/615726802b5c.jpg,brood_dominant
617b7ebca1be,train/617b7ebca1be.jpg,forage_dominant
61a489f486d6,train/61a489f486d6.jpg,sparse_uncertain
61ae32726a45,train/61ae32726a45.jpg,mixed_resource
61d538e57dce,train/61d538e57dce.jpg,brood_dominant
61fed3e3b4d9,train/61fed3e3b4d9.jpg,forage_dominant
620646498d8c,train/620646498d8c.jpg,mixed_resource
62ab2a2c751d,train/62ab2a2c751d.jpg,brood_dominant
62ccbf391462,train/62ccbf391462.jpg,sparse_uncertain
62d9e3fe66f9,train/62d9e3fe66f9.jpg,brood_dominant
631036b39eca,train/631036b39eca.jpg,forage_dominant
6349d78f5a7d,train/6349d78f5a7d.jpg,brood_dominant
6362d775c01b,train/6362d775c01b.jpg,brood_dominant
637c350c9110,train/637c350c9110.jpg,forage_dominant
639db0dfb185,train/639db0dfb185.jpg,brood_dominant
63a1e300f837,train/63a1e300f837.jpg,brood_dominant
63dcfc138649,train/63dcfc138649.jpg,forage_dominant
6430ed968084,train/6430ed968084.jpg,forage_dominant
64aaf0530842,train/64aaf0530842.jpg,sparse_uncertain
64c6ca7727cc,train/64c6ca7727cc.jpg,forage_dominant
64cc8fa8ce4e,train/64cc8fa8ce4e.jpg,forage_dominant
64dae94da7da,train/64dae94da7da.jpg,sparse_uncertain
64e9aa4b404a,train/64e9aa4b404a.jpg,brood_dominant
652d862bf2e3,train/652d862bf2e3.jpg,forage_dominant
65e50d518dd1,train/65e50d518dd1.jpg,forage_dominant
66565f9955d3,train/66565f9955d3.jpg,brood_dominant
667383305fa1,train/667383305fa1.jpg,sparse_uncertain
6756a0251da9,train/6756a0251da9.jpg,forage_dominant
676c0266556f,train/676c0266556f.jpg,brood_dominant
6792ea079cde,train/6792ea079cde.jpg,forage_dominant
67be9ca91f5c,train/67be9ca91f5c.jpg,sparse_uncertain
67e51303a6b6,train/67e51303a6b6.jpg,brood_dominant
680982e86f84,train/680982e86f84.jpg,forage_dominant
6851a766fbd0,train/6851a766fbd0.jpg,sparse_uncertain
6888d84fb75f,train/6888d84fb75f.jpg,brood_dominant
6899bc3f2a32,train/6899bc3f2a32.jpg,sparse_uncertain
68aa45d0a8a1,train/68aa45d0a8a1.jpg,mixed_resource
68c1bbddb9d2,train/68c1bbddb9d2.jpg,forage_dominant
68e5085ee50a,train/68e5085ee50a.jpg,forage_dominant
695fb10150a3,train/695fb10150a3.jpg,brood_dominant
69aad7295f71,train/69aad7295f71.jpg,forage_dominant
6a0d547fef9d,train/6a0d547fef9d.jpg,forage_dominant
6a17dfbc7167,train/6a17dfbc7167.jpg,brood_dominant
6aec45c1a16e,train/6aec45c1a16e.jpg,sparse_uncertain
6b162a49bd19,train/6b162a49bd19.jpg,brood_dominant
6bc625e5fc45,train/6bc625e5fc45.jpg,brood_dominant
6bc81cb43959,train/6bc81cb43959.jpg,forage_dominant
6c080fb8883b,train/6c080fb8883b.jpg,brood_dominant
6c5687c420ba,train/6c5687c420ba.jpg,forage_dominant
6c5cd7a8d3ea,train/6c5cd7a8d3ea.jpg,brood_dominant
6c909fa59c80,train/6c909fa59c80.jpg,mixed_resource
6cf5bffae88e,train/6cf5bffae88e.jpg,mixed_resource
6d2460b3a686,train/6d2460b3a686.jpg,forage_dominant
6ddfa4731881,train/6ddfa4731881.jpg,sparse_uncertain
6de176d06f89,train/6de176d06f89.jpg,forage_dominant
6df171b99bbb,train/6df171b99bbb.jpg,forage_dominant
6e08acc03afb,train/6e08acc03afb.jpg,forage_dominant
6f550536cd2d,train/6f550536cd2d.jpg,mixed_resource
6f5bc67b5186,train/6f5bc67b5186.jpg,forage_dominant
6f79c0bf09d9,train/6f79c0bf09d9.jpg,forage_dominant
6f9a4a2ae3d5,train/6f9a4a2ae3d5.jpg,sparse_uncertain
702df98a6019,train/702df98a6019.jpg,mixed_resource
70ccad501b13,train/70ccad501b13.jpg,mixed_resource
7116e9b72fe1,train/7116e9b72fe1.jpg,brood_dominant
712306187f08,train/712306187f08.jpg,forage_dominant
7128ab1b5fd0,train/7128ab1b5fd0.jpg,sparse_uncertain
71889494edf1,train/71889494edf1.jpg,forage_dominant
71c7c908e68a,train/71c7c908e68a.jpg,brood_dominant
7220d6ea2ea4,train/7220d6ea2ea4.jpg,brood_dominant
723734c9383e,train/723734c9383e.jpg,brood_dominant
7240f0532f5c,train/7240f0532f5c.jpg,forage_dominant
725888f9ecf7,train/725888f9ecf7.jpg,brood_dominant
7292eb8b8c8a,train/7292eb8b8c8a.jpg,sparse_uncertain
72b979acdbc3,train/72b979acdbc3.jpg,brood_dominant
72c2477ff21f,train/72c2477ff21f.jpg,forage_dominant
73076f2905fc,train/73076f2905fc.jpg,forage_dominant
